"source";"target";"purpose"
"P92-1008";"953";"report"
"W02-1033";"954";"approach"
"W10-1402";"955";"use"
"D07-1075";"956";"use"
"D11-1057";"957";"present"
"D09-1074";"958";"present"
"W11-2132";"959";"proposed by"
"D09-1129";"960";"use"
"D09-1129";"961";"present"
"P96-1010";"962";"approach"
"A97-1025";"963";"approach"
"N10-1134";"964";"proposed by"
"N10-1134";"965";"proposed by"
"P04-3020";"966";"approach"
"N01-1021";"967";"present"
"D09-1034";"968";"report"
"N01-1021";"969";"present"
"N01-1021";"970";"present"
"E09-1013";"971";"present"
"W11-2508";"972";"present"
"S10-1011";"973";"method"
"P98-1116";"974";"approach"
"W02-0902";"975";"use"
"J08-1001";"976";"present"
"J08-1001";"977";"proposed by"
"N04-1015";"978";"present"
"J09-1003";"979";"use"
"W04-3225";"980";"present"
"N03-1003";"981";"present"
"N03-1024";"982";"present"
"J10-4007";"983";"report"
"W10-4336";"984";"present"
"W10-2706";"985";"present"
"P06-1136";"986";"proposed by"
"P08-2035";"987";"use"
"W10-3504";"988";"use"
"D11-1038";"989";"use"
"N10-1056";"990";"use"
"D11-1038";"991";"use"
"N10-1056";"992";"use"
"W08-0407";"993";"proposed by"
"W06-3807";"994";"present"
"P09-2075";"995";"present"
"E06-1051";"996";"proposed by"
"P04-1043";"997";"proposed by"
"D07-1101";"998";"introduce"
"W08-0804";"999";"use"
"P05-1012";"1000";"approach"
"P06-1070";"1001";"proposed by"
"D07-1091";"1002";"introduce"
"P08-1059";"1003";"use"
"W11-2126";"1004";"use"
"P08-2009";"1005";"report"
"J93-2004";"1006";"use"
"W96-0213";"1007";"use"
"N03-1033";"1008";"introduce"
"W11-0328";"1009";"present"
"W08-0320";"1010";"method"
"N03-1017";"1011";"use"
"A00-2030";"1012";"method"
"W02-1010";"1013";"method"
"W02-1010";"1014";"method"
"W02-1010";"1015";"method"
"W02-1010";"1016";"method"
"W02-1010";"1017";"method"
"W02-1010";"1018";"method"
"W02-1010";"1019";"method"
"W02-1010";"1020";"method"
"W02-1010";"1021";"method"
"N10-1069";"1022";"present"
"W08-0302";"1023";"use"
"N03-2002";"1024";"present"
"D07-1064";"1025";"present"
"P08-1028";"1026";"present"
"W11-0130";"1027";"use"
"P09-1018";"1028";"method"
"J07-4004";"1029";"present"
"E09-1097";"1030";"use"
"D11-1106";"1031";"use"
"J09-3001";"1032";"present"
"P03-1067";"1033";"present"
"J09-3001";"1034";"present"
"P03-1067";"1035";"present"
"P93-1034";"1036";"approach"
"P98-2127";"1037";"use"
"P99-1020";"1038";"use"
"P99-1020";"1039";"use"
"P02-1006";"1040";"use"
"W99-0410";"1041";"report"
"E97-1041";"1042";"use"
"W98-1407";"1043";"use"
"W02-1029";"1044";"use"
"P01-1019";"1045";"use"
"W02-2106";"1046";"present"
"P02-1036";"1047";"proposed by"
"W03-0434";"1048";"use"
"P00-1043";"1049";"use"
"P01-1017";"1050";"use"
"J93-1004";"1051";"method"
"P93-1004";"1052";"method"
"P95-1033";"1053";"method"
"W02-0301";"1054";"use"
"P98-2124";"1055";"method"
"P98-2124";"1056";"proposed by"
"P01-1040";"1057";"present"
"W02-2101";"1058";"use"
"W02-2111";"1059";"use"
"W02-2113";"1060";"proposed by"
"W02-2112";"1061";"approach"
"P01-1023";"1062";"approach"
"P02-1006";"1063";"proposed by"
"W97-0506";"1064";"use"
"W02-1011";"1065";"report"
"P02-1053";"1066";"use"
"J93-2003";"1067";"method"
"W97-0704";"1068";"method"
"W97-0710";"1069";"method"
"W97-0710";"1070";"method"
"N01-1026";"1071";"proposed by"
"N01-1026";"1072";"present"
"J02-4002";"1073";"approach"
"J96-1002";"1074";"present"
"J96-1002";"1075";"present"
"W98-1512";"1076";"present"
"W98-1512";"1077";"present"
"W02-0301";"1078";"report"
"W02-1808";"1079";"approach"
"P98-1035";"1080";"report"
"P02-1053";"1081";"proposed by"
"J04-3002";"1082";"report"
"W00-0408";"1083";"use"
"W02-0406";"1084";"report"
"W98-0903";"1085";"use"
"A94-1006";"1086";"method"
"J97-3002";"1087";"method"
"A94-1006";"1088";"method"
"J97-3002";"1089";"method"
"W02-1018";"1090";"use"
"P02-1039";"1091";"present"
"J95-2003";"1092";"introduce"
"P00-1033";"1093";"proposed by"
"P99-1026";"1094";"present"
"J95-4004";"1095";"approach"
"J03-4003";"1096";"report"
"W01-1411";"1097";"present"
"W01-1412";"1098";"report"
"A97-1014";"1099";"use"
"W02-2111";"1100";"method"
"P95-1026";"1101";"present"
"P95-1026";"1102";"use"
"W00-0403";"1103";"method"
"P02-1051";"1104";"proposed by"
"J01-4004";"1105";"proposed by"
"P02-1014";"1106";"proposed by"
"J01-4004";"1107";"proposed by"
"W97-1303";"1108";"approach"
"A00-1014";"1109";"proposed by"
"P98-1103";"1110";"use"
"W93-0301";"1111";"method"
"W93-0301";"1112";"method"
"P93-1003";"1113";"method"
"J96-1001";"1114";"method"
"P02-1056";"1115";"use"
"W02-0802";"1116";"present"
"P02-1040";"1117";"method"
"J93-1003";"1118";"proposed by"
"E89-1032";"1119";"use"
"J82-2003";"1120";"use"
"W00-0717";"1121";"report"
"W00-0717";"1122";"present"
"P95-1026";"1123";"use"
"P95-1026";"1124";"method"
"P02-1026";"1125";"proposed by"
"W02-1008";"1126";"present"
"J02-4006";"1127";"method"
"W98-0718";"1128";"present"
"P00-1018";"1129";"use"
"W98-1422";"1130";"use"
"W01-1413";"1131";"use"
"P98-1106";"1132";"present"
"J03-4001";"1133";"present"
"W02-0406";"1134";"use"
"W03-1502";"1135";"present"
"P03-1012";"1136";"approach"
"J00-2004";"1137";"approach"
"P00-1056";"1138";"approach"
"P00-1050";"1139";"approach"
"J97-2004";"1140";"approach"
"P95-1026";"1141";"approach"
"P99-1004";"1142";"proposed by"
"A00-2034";"1143";"proposed by"
"P98-1012";"1144";"present"
"J02-4004";"1145";"present"
"J01-2001";"1146";"use"
"N01-1024";"1147";"use"
"P00-1027";"1148";"proposed by"
"N04-1019";"1149";"proposed by"
"J01-2001";"1150";"method"
"P00-1027";"1151";"method"
"P04-1014";"1152";"report"
"P01-1042";"1153";"approach"
"J05-1003";"1154";"method"
"P99-1069";"1155";"method"
"W03-1012";"1156";"method"
"W00-1404";"1157";"use"
"W00-1404";"1158";"use"
"W98-1106";"1159";"use"
"J01-2001";"1160";"use"
"W02-0907";"1161";"report"
"P02-1011";"1162";"present"
"W03-0105";"1163";"present"
"W01-1605";"1164";"report"
"A00-1019";"1165";"present"
"P98-2127";"1166";"approach"
"J91-4003";"1167";"approach"
"J91-4003";"1168";"approach"
"J91-4003";"1169";"approach"
"J02-3001";"1170";"report"
"P96-1041";"1171";"report"
"N04-1030";"1172";"proposed by"
"N04-1030";"1173";"proposed by"
"P03-1002";"1174";"proposed by"
"N04-1030";"1175";"proposed by"
"P03-1002";"1176";"proposed by"
"N04-1030";"1177";"proposed by"
"P03-1002";"1178";"proposed by"
"W04-1221";"1179";"report"
"W04-1220";"1180";"report"
"W04-1216";"1181";"report"
"P00-1071";"1182";"use"
"P04-1014";"1183";"approach"
"P04-1014";"1184";"approach"
"P03-1055";"1185";"use"
"P02-1018";"1186";"use"
"J00-4003";"1187";"present"
"A00-2034";"1188";"proposed by"
"W04-2420";"1189";"use"
"W04-2421";"1190";"use"
"W04-2416";"1191";"use"
"W04-2420";"1192";"use"
"P96-1006";"1193";"use"
"J02-3001";"1194";"report"
"W03-1007";"1195";"use"
"J02-3001";"1196";"use"
"W03-1007";"1197";"use"
"J02-3001";"1198";"use"
"N04-1039";"1199";"proposed by"
"W02-2018";"1200";"report"
"W98-0303";"1201";"use"
"W03-1802";"1202";"use"
"W02-1403";"1203";"use"
"J03-4003";"1204";"use"
"P03-2041";"1205";"present"
"P01-1067";"1206";"present"
"W03-2607";"1207";"report"
"J02-4002";"1208";"approach"
"J02-4002";"1209";"report"
"J02-4002";"1210";"report"
"E97-1009";"1211";"present"
"P99-1071";"1212";"introduce"
"N03-1021";"1213";"present"
"P01-1067";"1214";"introduce"
"J00-1004";"1215";"use"
"J97-3002";"1216";"use"
"J00-1004";"1217";"use"
"J97-3002";"1218";"use"
"J96-1001";"1219";"present"
"N03-1003";"1220";"approach"
"N03-1003";"1221";"report"
"J02-3001";"1222";"use"
"J95-2006";"1223";"use"
"P96-1041";"1224";"present"
"P98-2124";"1225";"use"
"N03-1011";"1226";"present"
"P04-1081";"1227";"proposed by"
"J00-3005";"1228";"present"
"W01-1408";"1229";"present"
"P98-2127";"1230";"proposed by"
"N04-1016";"1231";"proposed by"
"J97-3003";"1232";"present"
"J97-3003";"1233";"proposed by"
"W98-1118";"1234";"method"
"W98-1118";"1235";"method"
"P03-1020";"1236";"use"
"P04-1037";"1237";"use"
"P95-1026";"1238";"use"
"P98-2206";"1239";"use"
"W95-0115";"1240";"use"
"N03-2021";"1241";"use"
"J00-1004";"1242";"use"
"P02-1054";"1243";"present"
"W02-2001";"1244";"present"
"W01-1605";"1245";"method"
"W02-1028";"1246";"proposed by"
"P02-1053";"1247";"report"
"W98-1009";"1248";"use"
"N03-2036";"1249";"approach"
"W05-0821";"1250";"approach"
"W00-0728";"1251";"use"
"W00-0729";"1252";"use"
"W95-0107";"1253";"proposed by"
"W95-0107";"1254";"approach"
"W00-0736";"1255";"approach"
"P99-1042";"1256";"report"
"P99-1042";"1257";"report"
"P99-1042";"1258";"report"
"J98-1006";"1259";"method"
"J90-3003";"1260";"method"
"W99-0704";"1261";"use"
"W99-0502";"1262";"report"
"A00-2002";"1263";"present"
"A97-1052";"1264";"use"
"W98-0210";"1265";"present"
"J91-4001";"1266";"present"
"W00-1604";"1267";"present"
"W98-1312";"1268";"report"
"J94-3001";"1269";"use"
"J01-2001";"1270";"approach"
"P89-1013";"1271";"present"
"J93-1003";"1272";"report"
"W96-0213";"1273";"approach"
"A97-1043";"1274";"report"
"P92-1032";"1275";"report"
"W97-0209";"1276";"method"
"A97-1052";"1277";"use"
"P99-1051";"1278";"report"
"W00-0603";"1279";"use"
"J93-2005";"1280";"present"
"A92-1028";"1281";"present"
"P99-1006";"1282";"approach"
"W98-0905";"1283";"approach"
"J91-4003";"1284";"present"
"J97-2004";"1285";"approach"
"J98-2002";"1286";"use"
"P94-1002";"1287";"proposed by"
"P95-1014";"1288";"present"
"P91-1034";"1289";"method"
"P91-1017";"1290";"use"
"P91-1034";"1291";"method"
"P93-1022";"1292";"method"
"P93-1024";"1293";"method"
"P95-1026";"1294";"method"
"P91-1034";"1295";"approach"
"J94-4003";"1296";"approach"
"P95-1026";"1297";"approach"
"W95-0101";"1298";"present"
"J92-4003";"1299";"proposed by"
"A94-1024";"1300";"approach"
"W94-0316";"1301";"use"
"A88-1019";"1302";"use"
"P98-1116";"1303";"use"
"W02-2113";"1304";"use"
"W05-0202";"1305";"use"
"P13-1144";"1306";"present"
"S13-2050";"1307";"use"
"W04-3253";"1308";"introduce"
"J11-2001";"1309";"present"
"W12-3118";"1310";"use"
"W13-4413";"1311";"present"
"W15-4621";"1312";"use"
"W02-1402";"1313";"use"
"W05-0904";"1314";"present"
"W08-0509";"1315";"use"
"W12-3156";"1316";"report"
"P10-1063";"1317";"use"
"P10-1063";"1318";"present"
"P10-1063";"1319";"use"
"J11-2001";"1320";"present"
"P02-1033";"1321";"use"
"W10-1710";"1322";"use"
"E06-1006";"1323";"present"
"Q14-1017";"1324";"present"
"D14-1162";"1325";"proposed by"
"N10-1027";"1326";"present"
"P12-3005";"1327";"method"
"W08-0303";"1328";"method"
"P08-1007";"1329";"present"
"P02-1014";"1330";"proposed by"
"D11-1024";"1331";"proposed by"
"W09-1105";"1332";"use"
"N12-1068";"1333";"use"
"P06-2005";"1334";"use"
"W09-2010";"1335";"introduce"
"W06-1703";"1336";"use"
"P13-2074";"1337";"use"
"P02-1034";"1338";"method"
"P01-1025";"1339";"use"
"D13-1140";"1340";"use"
"W13-3212";"1341";"use"
"P05-1074";"1342";"method"
"P11-1023";"1343";"present"
"J07-4005";"1344";"present"
"P10-1040";"1345";"method"
"P10-1040";"1346";"method"
"P10-1040";"1347";"method"
"W11-0112";"1348";"approach"
"Q13-1015";"1349";"approach"
"N13-1008";"1350";"approach"
"W10-1310";"1351";"report"
"P04-1036";"1352";"use"
"S01-1005";"1353";"approach"
"S07-1016";"1354";"approach"
"W04-0811";"1355";"approach"
"W13-2322";"1356";"report"
"N15-1016";"1357";"introduce"
"N15-1016";"1358";"introduce"
"N07-1047";"1359";"present"
"P09-2017";"1360";"present"
"N06-2014";"1361";"use"
"P04-1085";"1362";"use"
"N06-2014";"1363";"use"
"N03-2012";"1364";"use"
"J94-1003";"1365";"approach"
"J95-4011";"1366";"approach"
"S10-1055";"1367";"use"
"D09-1137";"1368";"use"
"N13-1090";"1369";"proposed by"
"W13-5404";"1370";"introduce"
"P15-1002";"1371";"proposed by"
"D07-1077";"1372";"present"
"P07-1034";"1373";"approach"
"W13-4030";"1374";"use"
"D08-1024";"1375";"present"
"D07-1080";"1376";"present"
"P12-1109";"1377";"approach"
"Q13-1026";"1378";"use"
"N01-1021";"1379";"proposed by"
"D11-1144";"1380";"use"
"P11-2103";"1381";"use"
"D14-1162";"1382";"introduce"
"N07-2008";"1383";"approach"
"N07-2008";"1384";"approach"
"W09-3603";"1385";"present"
"D11-1084";"1386";"approach"
"W10-1733";"1387";"approach"
"E03-1076";"1388";"use"
"D09-1036";"1389";"introduce"
"P09-2004";"1390";"use"
"P09-2004";"1391";"use"
"P09-2004";"1392";"use"
"N12-1044";"1393";"present"
"N15-1095";"1394";"present"
"W09-3811";"1395";"present"
"P09-1040";"1396";"present"
"P02-1040";"1397";"use"
"P98-1015";"1398";"proposed by"
"D10-1049";"1399";"present"
"D09-1042";"1400";"approach"
"P11-1083";"1401";"proposed by"
"D11-1020";"1402";"present"
"W11-1407";"1403";"use"
"W11-1401";"1404";"present"
"W03-0203";"1405";"use"
"W03-0203";"1406";"use"
"N07-1064";"1407";"proposed by"
"P07-1108";"1408";"present"
"P95-1050";"1409";"approach"
"P95-1050";"1410";"approach"
"P98-2177";"1411";"approach"
"W97-0109";"1412";"report"
"W97-1016";"1413";"approach"
"W04-3229";"1414";"use"
"P10-1061";"1415";"use"
"N01-1026";"1416";"proposed by"
"P13-2071";"1417";"report"
"D12-1056";"1418";"present"
"D08-1089";"1419";"method"
"D13-1136";"1420";"use"
"D13-1136";"1421";"use"
"P10-1063";"1422";"present"
"J04-3001";"1423";"present"
"P10-1015";"1424";"present"
"P96-1042";"1425";"use"
"E12-1076";"1426";"method"
"W12-1636";"1427";"report"
"W10-4326";"1428";"report"
"W15-2513";"1429";"use"
"W15-2515";"1430";"use"
"J11-2001";"1431";"method"
"W10-1762";"1432";"present"
"D10-1092";"1433";"report"
"P03-1069";"1434";"method"
"P13-2016";"1435";"proposed by"
"P13-2016";"1436";"method"
"P08-1007";"1437";"present"
"W96-0213";"1438";"proposed by"
"S13-2102";"1439";"use"
"N15-1076";"1440";"introduce"
"P04-1067";"1441";"present"
"E12-1014";"1442";"use"
"P04-3022";"1443";"method"
"W02-1010";"1444";"method"
"N07-1015";"1445";"method"
"P04-3022";"1446";"method"
"P11-1053";"1447";"method"
"P05-1053";"1448";"method"
"P04-1054";"1449";"method"
"W02-1010";"1450";"method"
"D13-1037";"1451";"present"
"P13-1149";"1452";"present"
"N12-1003";"1453";"present"
"P11-2093";"1454";"method"
"J94-2001";"1455";"approach"
"P11-2093";"1456";"approach"
"P06-1099";"1457";"present"
"W09-0613";"1458";"proposed by"
"W12-0702";"1459";"present"
"D11-1142";"1460";"introduce"
"D10-1107";"1461";"approach"
"P11-1014";"1462";"use"
"D14-1181";"1463";"use"
"D11-1014";"1464";"proposed by"
"W13-3107";"1465";"approach"
"W05-0909";"1466";"introduce"
"P04-1077";"1467";"present"
"P10-2052";"1468";"present"
"W00-0717";"1469";"present"
"D13-1178";"1470";"use"
"P09-1068";"1471";"use"
"P08-1090";"1472";"approach"
"P09-1068";"1473";"approach"
"E12-1034";"1474";"approach"
"W13-1102";"1475";"proposed by"
"E14-1011";"1476";"proposed by"
"W13-1102";"1477";"proposed by"
"W12-2429";"1478";"present"
"N13-1090";"1479";"report"
"E14-4045";"1480";"present"
"P09-1113";"1481";"approach"
"D07-1115";"1482";"approach"
"W06-1642";"1483";"approach"
"D11-1063";"1484";"introduce"
"D11-1063";"1485";"proposed by"
"P13-1091";"1486";"present"
"N12-1090";"1487";"use"
"W97-0119";"1488";"method"
"P09-2085";"1489";"proposed by"
"P13-1104";"1490";"proposed by"
"D14-1081";"1491";"present"
"W07-2218";"1492";"proposed by"
"W07-2218";"1493";"introduce"
"W13-0108";"1494";"present"
"W11-4529";"1495";"use"
"P11-1061";"1496";"use"
"W05-0708";"1497";"proposed by"
"Q13-1021";"1498";"proposed by"
"P09-2082";"1499";"introduce"
"W06-3108";"1500";"introduce"
"P13-2121";"1501";"use"
"J90-2002";"1502";"approach"
"J93-2003";"1503";"approach"
"D11-1129";"1504";"proposed by"
"D11-1129";"1505";"present"
"P07-1074";"1506";"use"
"P12-2049";"1507";"method"
"N07-1022";"1508";"use"
"D09-1003";"1509";"use"
"W09-0403";"1510";"present"
"N07-1064";"1511";"proposed by"
"N07-1064";"1512";"proposed by"
"P15-4020";"1513";"report"
"D11-1024";"1514";"proposed by"
"D11-1006";"1515";"use"
"D12-1039";"1516";"present"
"P11-1040";"1517";"present"
"W13-1204";"1518";"present"
"N13-1122";"1519";"approach"
"D14-1079";"1520";"method"
"W12-4906";"1521";"present"
"D12-1137";"1522";"use"
"P11-1089";"1523";"introduce"
"P09-2004";"1524";"use"
"D07-1091";"1525";"approach"
"E14-1051";"1526";"approach"
"E14-1051";"1527";"approach"
"D14-1162";"1528";"approach"
"P11-1023";"1529";"present"
"W11-1003";"1530";"approach"
"W06-2403";"1531";"present"
"P15-2120";"1532";"introduce"
"W13-0112";"1533";"use"
"J07-4005";"1534";"report"
"E97-1023";"1535";"present"
"W00-0107";"1536";"present"
"N12-1092";"1537";"present"
"W05-0203";"1538";"present"
"P11-1016";"1539";"present"
"W13-0122";"1540";"use"
"W13-3607";"1541";"present"
"P10-1154";"1542";"method"
"J08-1001";"1543";"present"
"P11-1045";"1544";"present"
"J12-4002";"1545";"report"
"J12-4002";"1546";"report"
"E99-1023";"1547";"use"
"W13-4413";"1548";"method"
"P15-2124";"1549";"use"
"W11-2020";"1550";"use"
"W11-2020";"1551";"present"
"A00-2028";"1552";"present"
"D14-1003";"1553";"present"
"W10-3707";"1554";"report"
"P04-1067";"1555";"use"
"D14-1165";"1556";"proposed by"
"J94-4003";"1557";"use"
"P13-1045";"1558";"use"
"P05-1033";"1559";"proposed by"
"N10-1140";"1560";"present"
"N10-1140";"1561";"present"
"W09-3714";"1562";"proposed by"
"W09-3714";"1563";"proposed by"
"P11-1076";"1564";"present"
"W09-0432";"1565";"use"
"P02-1040";"1566";"use"
"D09-1085";"1567";"report"
"E12-1044";"1568";"use"
"P13-1152";"1569";"present"
"W11-0321";"1570";"approach"
"D13-1094";"1571";"present"
"D10-1115";"1572";"proposed by"
"P08-1090";"1573";"present"
"P11-1032";"1574";"proposed by"
"N13-1053";"1575";"proposed by"
"P12-1049";"1576";"present"
"E12-1015";"1577";"present"
"P06-1032";"1578";"present"
"N09-1046";"1579";"approach"
"W15-5403";"1580";"use"
"J88-2003";"1581";"proposed by"
"W07-1521";"1582";"approach"
"E12-1076";"1583";"method"
"N15-1076";"1584";"introduce"
"P12-1085";"1585";"present"
"D11-1084";"1586";"use"
"D14-1060";"1587";"present"
"P10-1142";"1588";"present"
"D10-1048";"1589";"proposed by"
"P13-1116";"1590";"present"
"W12-1633";"1591";"use"
"P11-4019";"1592";"approach"
"P09-1081";"1593";"present"
"W09-2208";"1594";"present"
"P10-1149";"1595";"use"
"P13-1076";"1596";"use"
"P08-1037";"1597";"use"
"P96-1025";"1598";"use"
"P10-2041";"1599";"method"
"P06-2005";"1600";"use"
"J97-3002";"1601";"present"
"J07-2003";"1602";"present"
"J97-3002";"1603";"present"
"J07-2003";"1604";"present"
"J97-3002";"1605";"present"
"D07-1051";"1606";"proposed by"
"D07-1082";"1607";"proposed by"
"W06-1643";"1608";"report"
"P08-2051";"1609";"report"
"W07-0732";"1610";"method"
"W05-0702";"1611";"report"
"W06-3506";"1612";"approach"
"P99-1016";"1613";"use"
"P06-1038";"1614";"proposed by"
"P06-1046";"1615";"method"
"W02-0808";"1616";"use"
"D08-1094";"1617";"proposed by"
"D08-1094";"1618";"proposed by"
